19
-5.0           0
-2.4           0
-2.35          0
-2.3           0
-2.25          0
-2.2           0
-2.15          0
-1.5           0
-1.4           0
-1.3           0
-1.2           0
-1.1           0
-1.01          0
-1.005         0
0              1.005
0.55           0.841
1.005          0
0.945968       0.744354
1.13395       0.783828
