 variables=x,y,T1_j,T1_G_j,T2_j,T2_G_j,T12_j,T12_G_j,T3_j,T3_G_j
  zone i=           39  j=           40
        0.0025000000        0.0000000000        9.3578936308       -9.3578960001       -4.8492792252        4.8492768493        6.4530476562       -6.4530653359       -4.5086144056        4.5086191508
        0.0079960748        0.0000000000       14.0385881662      -14.0318224673      -22.4463761444       22.4384389207      -24.3799489858       24.3495986461        8.4077879782       -8.4066164534
        0.0145748338        0.0000000000       19.2513186379      -17.3118455246      -40.3250229142       37.8308062725      -26.0567267180       26.0187438009       21.0737042763      -20.5189607479
        0.0224303973        0.0000000000       24.1994241295      -22.2707566562      -50.0511288927       47.4580460867       -6.8587769233        7.1820175741       25.8517047633      -25.1872894306
        0.0317833366        0.0000000000       25.7538768503      -23.8927506032      -52.1907908710       49.5929987235       -3.4832242406        3.9000534827       26.4369140207      -25.7002481203
        0.0428806198        0.0000000000       25.8418631091      -24.0392092184      -52.0227833657       49.4285534705       -2.0437968642        2.4680945930       26.1809202566      -25.3893442521
        0.0559936858        0.0000000000       25.4782662015      -23.7240689626      -51.1628388449       48.5719604128       -1.4512266463        1.8537069578       25.6845726435      -24.8478914502
        0.0714138602        0.0000000000       24.9877980385      -23.2761913048      -50.1261020845       47.5391332765       -1.2079365426        1.5794603247       25.1383040460      -24.2629419718
        0.0894442226        0.0000000000       24.4846250929      -22.8125193020      -49.0899017405       46.5087815276       -1.0988373795        1.4379961503       24.6052766476      -23.6962622256
        0.1103870411        0.0000000000       24.0127680860      -22.3777565827      -48.1250492432       45.5516447350       -1.0390847680        1.3473426756       24.1122811573      -23.1738881522
        0.1345260708        0.0000000000       23.5922027905      -21.9915425164      -47.2664151026       44.7017366344       -0.9961115927        1.2760589554       23.6742123121      -22.7101941180
        0.1621034798        0.0000000000       23.2293530076      -21.6598286403      -46.5255147810       43.9697595689       -0.9550702066        1.2098527211       23.2961617733      -22.3099309286
        0.1932919750        0.0000000000       22.9229671805      -21.3810471253      -45.8994306209       43.3522627636       -0.9126432703        1.1455955037       22.9764634404      -21.9712156383
        0.2281638789        0.0000000000       22.6692573113      -21.1512053283      -45.3805271197       42.8412164302       -0.8701348824        1.0845751339       22.7112698084      -21.6900111018
        0.2666603307        0.0000000000       22.4640051633      -20.9659951757      -44.9602687770       42.4278131521       -0.8295732246        1.0287132340       22.4962636137      -21.4618179763
        0.3085651711        0.0000000000       22.3031246805      -20.8213333809      -44.6302754209       42.1035035699       -0.7927032088        0.9796087262       22.3271507404      -21.2821701890
        0.3534889397        0.0000000000       22.1829246695      -20.7135906432      -44.3828844258       41.8605340976       -0.7607109015        0.9382937941       22.1999597563      -21.1469434544
        0.4008682421        0.0000000000       22.1004797208      -20.6399209563      -44.2119411907       41.6926994801       -0.7341300327        0.9051711577       22.1114614699      -21.0527785238
        0.4499841204        0.0000000000       22.0534088115      -20.5980256530      -44.1123664708       41.5949144299       -0.7127425342        0.8799282426       22.0589576593      -20.9968887769
        0.5000000000        0.0000000000       22.0399600788      -20.5862309226      -44.0803593059       41.5634075679       -0.6966758750        0.8626185761       22.0403992271      -20.9771766453
        0.5500158796        0.0000000000       22.0601236445      -20.6045377454      -44.1156305663       41.5978718369       -0.6852853338        0.8525626215       22.0555069219      -20.9933340915
        0.5991317579        0.0000000000       22.1138862910      -20.6529212448      -44.2178669569       41.6980174147       -0.6765038901        0.8477455383       22.1039806659      -21.0450961698
        0.6465110603        0.0000000000       22.2017925816      -20.7319005480      -44.3878722403       41.8647058754       -0.6684579060        0.8463682308       22.1860796587      -21.1328053274
        0.6914348289        0.0000000000       22.3252784084      -20.8428562936      -44.6282557761       42.1006024224       -0.6583373730        0.8457343115       22.3029773677      -21.2577461288
        0.7333396693        0.0000000000       22.4863057662      -20.9877000360      -44.9427114476       42.4094972532       -0.6420602689        0.8419119436       22.4564056814      -21.4217972172
        0.7718361211        0.0000000000       22.6871023165      -21.1686466415      -45.3355354148       42.7958485838       -0.6140197286        0.8294624189       22.6484330983      -21.6272019423
        0.8067080250        0.0000000000       22.9299629008      -21.3880542385      -45.8113076880       43.2644893409       -0.5667777098        0.8011108565       22.8813447872      -21.8764351024
        0.8378965202        0.0000000000       23.2171801516      -21.6483905334      -46.3748726515       43.8206209843       -0.4907412872        0.7473886960       23.1576924999      -22.1722304510
        0.8654739292        0.0000000000       23.5507405854      -21.9519800756      -47.0309135885       44.4694184187       -0.3736791647        0.6561272378       23.4801730032      -22.5174383431
        0.8896129589        0.0000000000       23.9322253626      -22.3009523810      -47.7840077400       45.2161071547       -0.2006565812        0.5123435677       23.8517823775      -22.9151547737
        0.9105557774        0.0000000000       24.3625968800      -22.6970507565      -48.6384689757       46.0657931150        0.0457809473        0.2983813565       24.2758720957      -23.3687423586
        0.9285861398        0.0000000000       24.8426027027      -23.1420181186      -49.5993035380       47.0243583509        0.3851094903       -0.0056277191       24.7567008353      -23.8823402323
        0.9440063142        0.0000000000       25.3739886681      -23.6387901871      -50.6749965946       48.1012035403        0.8371046790       -0.4200434112       25.3010079265      -24.4624133532
        0.9571193802        0.0000000000       25.9645065009      -24.1962769455      -51.8844063284       49.3158362136        1.4222809675       -0.9661699113       25.9198998275      -25.1195592681
        0.9682166634        0.0000000000       26.6206385601      -24.8217257646      -53.2714677864       50.7121791670        2.1486794465       -1.6527164911       26.6508292263      -25.8904534024
        0.9775696027        0.0000000000       24.7118289996      -22.8843877612      -53.5984221888       51.0506331978        1.1008429783       -0.5676452574       28.8865931892      -28.1662454366
        0.9854251662        0.0000000000       15.8404426901      -13.9631058300      -37.0967483043       34.5329286117       25.5916575848      -24.9851462091       21.2563056142      -20.5698227817
        0.9920039252        0.0000000000       10.3694907908      -10.3815043889      -19.9633130427       19.8106165610       29.4771744926      -28.8060821837        9.5938222519       -9.4291121721
        0.9975000000        0.0000000000        6.1242025923       -6.2026757294       -9.2180367548        9.2190562382        8.8254950261       -8.5441692451        3.0938341625       -3.0163805088
        0.0025000000        0.0052480374       -9.5545321413        9.5499022136        4.6223869749       -4.6184168762       -7.6980248803        7.6827417153        4.9321451664       -4.9314853374
        0.0079960748        0.0052480374        5.3583220916       -5.4357550663      -16.2437065219       16.1606617182      -34.2015333980       33.2721920863       10.8853844303      -10.7249066519
        0.0145748338        0.0052480374       21.0474378758      -18.8410834806      -36.5227553440       33.9072534884      -30.9505620955       30.1485657410       15.4753174683      -15.0661700079
        0.0224303973        0.0052480374       24.7950380424      -22.7706960475      -43.9723985197       41.4017141084       -8.0466883419        8.0761993420       19.1773604773      -18.6310180609
        0.0317833366        0.0052480374       22.7523550623      -20.9454646962      -43.9314691382       41.4887827570       -3.2337149962        3.5049923786       21.1791140759      -20.5433180608
        0.0428806198        0.0052480374       21.8044049434      -20.1481714133      -43.2585422322       40.9064746827       -1.6180857005        1.9458809414       21.4541372888      -20.7583032694
        0.0559936858        0.0052480374       21.1927080012      -19.6371364020      -42.4132675847       40.1197195725       -1.0470320126        1.3688957688       21.2205595835      -20.4825831704
        0.0714138602        0.0052480374       20.7158070510      -19.2315073085      -41.5565193493       39.3029887150       -0.8497910312        1.1463472510       20.8407122983      -20.0714814064
        0.0894442226        0.0052480374       20.3053836653      -18.8762056004      -40.7421275688       38.5193257276       -0.7831326088        1.0504652930       20.4367439034      -19.6431201271
        0.1103870411        0.0052480374       19.9411535572      -18.5575420273      -39.9951583651       37.7980825009       -0.7603080169        0.9996142722       20.0540048078      -19.2405404736
        0.1345260708        0.0052480374       19.6213904425      -18.2765172969      -39.3327837843       37.1578994441       -0.7491661724        0.9632028911       19.7113933418      -18.8813821472
        0.1621034798        0.0052480374       19.3459512373      -18.0342509316      -38.7609858855       36.6052918380       -0.7353303483        0.9274562731       19.4150346483      -18.5710409064
        0.1932919750        0.0052480374       19.1124219645      -17.8290212648      -38.2768464876       36.1376448149       -0.7159208518        0.8895186907       19.1644245231      -18.3086235501
        0.2281638789        0.0052480374       18.9180219720      -17.6584237339      -37.8746900807       35.7494281606       -0.6927738089        0.8510096591       18.9566681088      -18.0910044267
        0.2666603307        0.0052480374       18.7600098534      -17.5199846474      -37.5483197249       35.4345475800       -0.6683984624        0.8141781136       18.7883098714      -17.9145629326
        0.3085651711        0.0052480374       18.6356851764      -17.4112345302      -37.2915983774       35.1869660835       -0.6449486622        0.7809282045       18.6559132010      -17.7757315533
        0.3534889397        0.0052480374       18.5425388104      -17.3298721590      -37.0988610349       35.0011218916       -0.6240022718        0.7526208027       18.5563222245      -17.6712497326
        0.4008682421        0.0052480374       18.4785556991      -17.2740518138      -36.9655249922       34.8725183056       -0.6064692027        0.7300020361       18.4869692931      -17.5984664919
        0.4499841204        0.0052480374       18.4420233513      -17.2421896121      -36.8877751151       34.7974203670       -0.5925235459        0.7131459994       18.4457517638      -17.5552307549
        0.5000000000        0.0052480374       18.4316826070      -17.2331407488      -36.8627597873       34.7730634131       -0.5826517422        0.7024508882       18.4310771804      -17.5399226643
        0.5500158796        0.0052480374       18.4476808520      -17.2470529014      -36.8903269264       34.7992788844       -0.5766061033        0.6976329772       18.4426460744      -17.5522259830
        0.5991317579        0.0052480374       18.4901210429      -17.2839732969      -36.9703088732       34.8758824699       -0.5728543338        0.6972527324       18.4801878303      -17.5919091730
        0.6465110603        0.0052480374       18.5595259875      -17.3443432228      -37.1034059222       35.0035606891       -0.5701081250        0.7001272858       18.5438799347      -17.6592174663
        0.6914348289        0.0052480374       18.6572193206      -17.4293408184      -37.2917600197       35.1843952758       -0.5663375010        0.7043864818       18.6345406991      -17.7550544574
        0.7333396693        0.0052480374       18.7850282314      -17.5406071645      -37.5384000921       35.4213430166       -0.5584705864        0.7071881062       18.7533718607      -17.8807358521
        0.7718361211        0.0052480374       18.9451298761      -17.6801221438      -37.8468957739       35.7179131524       -0.5422248684        0.7045387365       18.9017658978      -18.0377910087
        0.8067080250        0.0052480374       19.1399679484      -17.8501485618      -38.2211485769       36.0779776858       -0.5119042269        0.6910794652       19.0811806285      -18.2278291240
        0.8378965202        0.0052480374       19.3722984265      -18.0533065253      -38.6654112665       36.5058006722       -0.4601666607        0.6598353637       19.2931128401      -18.4524941469
        0.8654739292        0.0052480374       19.6450703763      -18.2924940372      -39.1840124928       37.0057929610       -0.3776765354        0.6018667481       19.5389421164      -18.7132989238
        0.8896129589        0.0052480374       19.9614573712      -18.5709671517      -39.7814356882       37.5826114924       -0.2531497162        0.5062780093       19.8199783170      -19.0116443407
        0.9105557774        0.0052480374       20.3247794928      -18.8922994294      -40.4621990647       38.2410494125       -0.0737079245        0.3605395978       20.1374195719      -19.3487499831
        0.9285861398        0.0052480374       20.7387496790      -19.2606076544      -41.2314718779       38.9866047455        0.1742198297        0.1513441008       20.4927221989      -19.7259970911
        0.9440063142        0.0052480374       21.2085411957      -19.6816584189      -42.0972272767       39.8276145209        0.5023045250       -0.1328709764       20.8886860810      -20.1459561019
        0.9571193802        0.0052480374       21.7418593014      -20.1636166584      -43.0738102972       40.7784698265        0.9163820141       -0.4979495142       21.3319509958      -20.6148531681
        0.9682166634        0.0052480374       22.3701780494      -20.7384247463      -44.2068459707       41.8843490986        1.4000777516       -0.9283139583       21.8366679212      -21.1459243523
        0.9775696027        0.0052480374       25.8380138406      -24.1435890528      -46.9201341315       44.5609774990        3.6099930148       -3.0798545352       21.0821202909      -20.4173884462
        0.9854251662        0.0052480374       20.8267143919      -18.8540231314      -35.1789350945       32.6734528537       31.5704570067      -30.2131331131       14.3522207025      -13.8194297224
        0.9920039252        0.0052480374        5.8607146578       -6.1609957275      -15.9055838877       15.8848850172       35.9895807925      -34.3877812998       10.0448692299       -9.7238892897
        0.9975000000        0.0052480374       -4.9177408116        4.5540858222       -3.0497803207        3.2194743277       15.8136908651      -15.0767445453        7.9675211323       -7.7735601500
        0.0025000000        0.0112854543      -27.7599115543       26.5018811007       13.8232018981      -12.8435608527      -41.8155944854       41.7827569987       13.9367096562      -13.6583202480
        0.0079960748        0.0112854543       -7.5374888851        6.0738746184        5.0884125331       -3.9163014374      -62.1232110070       60.4313507669        2.4490763520       -2.1575731809
        0.0145748338        0.0112854543        5.8832351916       -3.7521752600       11.6820709123      -12.1124986889      -49.8957281244       48.6155861778      -17.5653061039       15.8646739489
