 variables=x,y,qx_i,qx_G_i,qy_i,qy_G_i
  zone i=           40  j=           39
        0.0000000000       -0.5000206503        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.0402331559       -0.4967717743        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.0802056785       -0.4903054448        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1196582800       -0.4806606876        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1583348971       -0.4678987487        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1959846254       -0.4521024080        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.2323632931       -0.4333740720        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.2672349701       -0.4118351980        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3003735052       -0.3876254738        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3315639887       -0.3609019082        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3606041452       -0.3318378122        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3873056453       -0.3006216749        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4114953266       -0.2674559410        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4330163162       -0.2325556975        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4517290480       -0.1961472793        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4675121675       -0.1584668015        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4802633189       -0.1197586281        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4898998086       -0.0802737880        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4963591420       -0.0402683464        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4995984848       -0.0000017897        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4995949852        0.0402645162        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4963520133        0.0802702802        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4898984715        0.1197578364        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4802738844        0.1584691588        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4675259277        0.1961468046        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4517317503        0.2325474207        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4330069838        0.2674438501        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4114843037        0.3006127465        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3872981762        0.3318308941        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3605968459        0.3608924117        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3315559230        0.3876177108        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3003695551        0.4118372432        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.2672368514        0.4333824625        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.2323658940        0.4521041243        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1959838019        0.4678923479        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1583326623        0.4806583835        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1196577845        0.4903129996        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.0802065881        0.4967779695        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.0402337826        0.5000172705        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.5016422115        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.0000000000       -0.5018149823        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.0403738690       -0.4985413791        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.0804868245       -0.4920481007        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1200785560       -0.4823680652        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1588916682       -0.4695599334        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1966742142       -0.4537068154        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.2331811612       -0.4349114035        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.2681757435       -0.4132955839        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3014310216       -0.3889995447        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3327313404       -0.3621808547        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3618737251       -0.3330134406        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3886691970       -0.3016864573        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4129439976       -0.2684030615        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4345407148       -0.2333790937        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4533193021       -0.1968416792        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4691579873       -0.1590277557        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4819540609       -0.1201825373        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4916245433       -0.0805579254        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4981067222       -0.0404108751        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.5013575712       -0.0000017773        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.5013540738        0.0404070698        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4980995986        0.0805544425        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4916232094        0.1201817694        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4819646249        0.1590301355        0.0000000000        0.0000000000        0.0000000000        0.0000000000
