 variables=x,y,d,u,v,T
  zone i=           35  j=           35
        0.0145748338        0.0145748338       -0.0000000197        0.0000000013       -0.0000000043       -0.0000009631
        0.0224303973        0.0145748338       -0.0000000600        0.0000000057       -0.0000000070       -0.0000029356
        0.0317833366        0.0145748338       -0.0000001045        0.0000000039       -0.0000000088       -0.0000051150
        0.0428806198        0.0145748338       -0.0000001035       -0.0000000026       -0.0000000068       -0.0000050676
        0.0559936858        0.0145748338       -0.0000000707       -0.0000000109       -0.0000000206       -0.0000034593
        0.0714138602        0.0145748338       -0.0000001032        0.0000000002       -0.0000000234       -0.0000050467
        0.0894442226        0.0145748338       -0.0000002139        0.0000000081       -0.0000000116       -0.0000104957
        0.1103870411        0.0145748338       -0.0000002958       -0.0000000389       -0.0000000118       -0.0000145383
        0.1345260708        0.0145748338       -0.0000002127       -0.0000000639       -0.0000000490       -0.0000104834
        0.1621034798        0.0145748338       -0.0000000217       -0.0000000298       -0.0000001118       -0.0000011742
        0.1932919750        0.0145748338       -0.0000000759        0.0000000083       -0.0000001169       -0.0000038797
        0.2281638789        0.0145748338       -0.0000001388        0.0000000541       -0.0000001009       -0.0000070028
        0.2666603307        0.0145748338       -0.0000001324        0.0000001093       -0.0000001235       -0.0000067056
        0.3085651711        0.0145748338       -0.0000002855        0.0000002320       -0.0000000473       -0.0000141348
        0.3534889397        0.0145748338       -0.0000006127        0.0000002686        0.0000000815       -0.0000300292
        0.4008682421        0.0145748338       -0.0000006901        0.0000001619        0.0000001920       -0.0000337157
        0.4499841204        0.0145748338       -0.0000015832        0.0000000084        0.0000004732       -0.0000781214
        0.5000000000        0.0145748338       -0.0000001148       -0.0000005969        0.0000000623       -0.0000056817
        0.5500158796        0.0145748338        0.0000017127       -0.0000001902       -0.0000002404        0.0000826118
        0.5991317579        0.0145748338        0.0000007911        0.0000000694       -0.0000001961        0.0000385068
        0.6465110603        0.0145748338        0.0000006711        0.0000001938       -0.0000000981        0.0000327660
        0.6914348289        0.0145748338        0.0000003542        0.0000002061        0.0000000263        0.0000173872
        0.7333396693        0.0145748338        0.0000002115        0.0000001133        0.0000001096        0.0000105010
        0.7718361211        0.0145748338        0.0000001528        0.0000000484        0.0000000957        0.0000076467
        0.8067080250        0.0145748338        0.0000001482        0.0000000243        0.0000000999        0.0000073955
        0.8378965202        0.0145748338        0.0000000436       -0.0000000132        0.0000001160        0.0000022403
        0.8654739292        0.0145748338        0.0000001989       -0.0000000591        0.0000000665        0.0000098135
        0.8896129589        0.0145748338        0.0000003107       -0.0000000564        0.0000000219        0.0000152672
        0.9105557774        0.0145748338        0.0000002526       -0.0000000168        0.0000000151        0.0000123960
        0.9285861398        0.0145748338        0.0000001332       -0.0000000026        0.0000000261        0.0000065321
        0.9440063142        0.0145748338        0.0000000837       -0.0000000155        0.0000000244        0.0000040995
        0.9571193802        0.0145748338        0.0000001077       -0.0000000095        0.0000000101        0.0000052564
