 variables=x,y,T1_i,T1_G_i,T2_i,T2_G_i,T12_i,T12_G_i,T3_i,T3_G_i
  zone i=           40  j=           39
        0.0000000000        0.0025000000       -0.0577848489        0.0304764953        0.0577716195       -0.0303943635       -0.0024569499        0.0002006953        0.0000132294       -0.0000821318
        0.0052480374        0.0025000000       -0.0522931246        0.0243107394        0.0519931747       -0.0240327286        0.0021297146       -0.0038693195        0.0002999499       -0.0002780109
        0.0112854543        0.0025000000       -0.0376056645        0.0081479159        0.0412097258       -0.0119330364        0.0150852170       -0.0165240782       -0.0036040614        0.0037851205
        0.0185026156        0.0025000000       -0.0315897073        0.0004018668        0.0354390234       -0.0045890438        0.0133695419       -0.0155228510       -0.0038493161        0.0041871770
        0.0271068670        0.0025000000       -0.0313499163       -0.0018991827        0.0340920011       -0.0014015131        0.0077654160       -0.0113241397       -0.0027420848        0.0033006958
        0.0373319782        0.0025000000       -0.0318759906       -0.0038829978        0.0345290270        0.0004264245        0.0009223239       -0.0066611861       -0.0026530364        0.0034565734
        0.0494371528        0.0025000000       -0.0368134739       -0.0020137754        0.0386000279       -0.0008155567       -0.0073220187       -0.0015390783       -0.0017865540        0.0028293322
        0.0637037730        0.0025000000       -0.0412027870       -0.0012273365        0.0433902828       -0.0022281293       -0.0171539188        0.0039819679       -0.0021874958        0.0034554658
        0.0804290414        0.0025000000       -0.0480843236        0.0016330071        0.0500977729       -0.0051276748       -0.0297409226        0.0107638909       -0.0020134493        0.0034946677
        0.0999156319        0.0025000000       -0.0541767893        0.0035079136        0.0567764161       -0.0077825129       -0.0454533554        0.0188949759       -0.0025996267        0.0042745993
        0.1224565559        0.0025000000       -0.0603409119        0.0057169819        0.0629842394       -0.0102167518       -0.0655839735        0.0293507778       -0.0026433275        0.0044997698
        0.1483147753        0.0025000000       -0.0638433390        0.0060319412        0.0666989453       -0.0109532601       -0.0905787584        0.0423320615       -0.0028556063        0.0049213188
        0.1776977274        0.0025000000       -0.0663731646        0.0065187891        0.0691941222       -0.0115916706       -0.1203648186        0.0577198528       -0.0028209576        0.0050728815
        0.2107279269        0.0025000000       -0.0671014920        0.0068001432        0.0701454136       -0.0122049876       -0.1538822465        0.0747241344       -0.0030439215        0.0054048445
        0.2474121048        0.0025000000       -0.0653615927        0.0069040094        0.0683961266       -0.0123104106       -0.1901293305        0.0930205838       -0.0030345339        0.0054064012
        0.2876127509        0.0025000000       -0.0600041487        0.0060938405        0.0630292689       -0.0114028803       -0.2275318774        0.1119289733       -0.0030251202        0.0053090399
        0.3310270554        0.0025000000       -0.0526798228        0.0062081202        0.0551091020       -0.0107443362       -0.2643133944        0.1308304512       -0.0024292791        0.0045362161
        0.3771785909        0.0025000000       -0.0413370956        0.0052662434        0.0434860699       -0.0092233721       -0.2973794782        0.1481548156       -0.0021489743        0.0039571287
        0.4254261812        0.0025000000       -0.0279642933        0.0049030439        0.0293278310       -0.0076649922       -0.3230361629        0.1617704641       -0.0013635377        0.0027619483
        0.4749920602        0.0025000000       -0.0102225294        0.0021754908        0.0108261972       -0.0037114280       -0.3379632672        0.1699477239       -0.0006036678        0.0015359372
        0.5250079398        0.0025000000        0.0100716351       -0.0022146906       -0.0105270457        0.0022437330       -0.3384705449        0.1702720339        0.0004554107       -0.0000290423
        0.5745738188        0.0025000000        0.0279714503       -0.0049387581       -0.0292535129        0.0062820339       -0.3244192699        0.1626771928        0.0012820626       -0.0013432758
        0.6228214091        0.0025000000        0.0414465353       -0.0051281063       -0.0436497850        0.0078545764       -0.2994142764        0.1495839252        0.0022032498       -0.0027264701
        0.6689729446        0.0025000000        0.0529661131       -0.0059173849       -0.0555016413        0.0093455607       -0.2667483512        0.1327123164        0.0025355282       -0.0034281757
        0.7123872491        0.0025000000        0.0604493498       -0.0056767838       -0.0635551721        0.0099064602       -0.2301941731        0.1142763332        0.0031058223       -0.0042296764
        0.7525878952        0.0025000000        0.0658737701       -0.0063508430       -0.0690956728        0.0108514742       -0.1926323226        0.0955796626        0.0032219027       -0.0045006312
        0.7892720731        0.0025000000        0.0676487959       -0.0061607646       -0.0710277004        0.0108830702       -0.1562227293        0.0775245808        0.0033789045       -0.0047223056
        0.8223022726        0.0025000000        0.0670734321       -0.0059948431       -0.0701733481        0.0103838190       -0.1227012701        0.0609112768        0.0030999160       -0.0043889759
        0.8516852247        0.0025000000        0.0641734530       -0.0052013999       -0.0673602706        0.0095393802       -0.0926762225        0.0456443160        0.0031868176       -0.0043379803
