 variables=x,y,d,u,v,T,p,txx,tyy,txy,qx,qy,tzz
  zone i=           39  j=           39
   0.0025000000   0.0025000000   0.9974379055  -0.0000464434   0.0000464864   1.0000214080   0.9974592587   0.0008324867  -0.0008346711   0.0000687435  -0.0002990906   0.0002080061   0.0000021985
   0.0079960748   0.0025000000   0.9973271199  -0.0000983166   0.0000144341   1.0000262724   0.9973533221   0.0008735256  -0.0008702284   0.0000372305  -0.0002875847   0.0002311200  -0.0000032831
   0.0145748338   0.0025000000   0.9972405173  -0.0001385718   0.0000076406   1.0000311114   0.9972715429   0.0009227736  -0.0009152984   0.0000503304  -0.0002889656   0.0002415401  -0.0000074611
   0.0224303973   0.0025000000   0.9971554034  -0.0001778552   0.0000071070   1.0000376080   0.9971929045   0.0009790957  -0.0009662482   0.0000807844  -0.0002922076   0.0002472289  -0.0000128334
   0.0317833366   0.0025000000   0.9970707907  -0.0002257914   0.0000080496   1.0000481529   0.9971188026   0.0010482068  -0.0010273567   0.0001359663  -0.0002999843   0.0002484077  -0.0000208360
   0.0428806198   0.0025000000   0.9969641175  -0.0002840921   0.0000103167   1.0000579422   0.9970218837   0.0011319949  -0.0011042878   0.0002134527  -0.0003078636   0.0002522527  -0.0000276929
   0.0559936858   0.0025000000   0.9968399123  -0.0003663572   0.0000125647   1.0000698648   0.9969095563   0.0012351849  -0.0011997773   0.0003258003  -0.0003167838   0.0002568020  -0.0000353935
   0.0714138602   0.0025000000   0.9966885154  -0.0004744334   0.0000151110   1.0000805692   0.9967688178   0.0013516881  -0.0013102579   0.0004756197  -0.0003236386   0.0002653780  -0.0000414161
   0.0894442226   0.0025000000   0.9965259270  -0.0006230158   0.0000169883   1.0000939960   0.9966195965   0.0014803600  -0.0014319429   0.0006786848  -0.0003290299   0.0002732533  -0.0000484030
   0.1103870411   0.0025000000   0.9963577166  -0.0008165817   0.0000195414   1.0001069828   0.9964643097   0.0016102317  -0.0015564623   0.0009367164  -0.0003285468   0.0002800632  -0.0000537553
   0.1345260708   0.0025000000   0.9962274579  -0.0010675511   0.0000218507   1.0001246236   0.9963516114   0.0017261554  -0.0016655829   0.0012682026  -0.0003238853   0.0002773404  -0.0000605584
   0.1621034798   0.0025000000   0.9961570026  -0.0013727814   0.0000236719   1.0001435171   0.9962999682   0.0018105681  -0.0017428137   0.0016718710  -0.0003143368   0.0002678524  -0.0000677403
   0.1932919750   0.0025000000   0.9961881025  -0.0017335322   0.0000246321   1.0001639989   0.9963514762   0.0018558781  -0.0017828841   0.0021534175  -0.0003022673   0.0002488322  -0.0000729799
   0.2281638789   0.0025000000   0.9963487157  -0.0021411296   0.0000241326   1.0001806514   0.9965287075   0.0018386377  -0.0017638654   0.0026891680  -0.0002825537   0.0002202993  -0.0000747582
   0.2666603307   0.0025000000   0.9966896651  -0.0025783512   0.0000226614   1.0001976952   0.9968867059   0.0017382477  -0.0016648523   0.0032596836  -0.0002581163   0.0001709760  -0.0000733812
   0.3085651711   0.0025000000   0.9972466424  -0.0030123862   0.0000199813   1.0002091235   0.9974551901   0.0015453186  -0.0014778989   0.0038256654  -0.0002350177   0.0001061681  -0.0000674056
   0.3534889397   0.0025000000   0.9980158152  -0.0034120129   0.0000164019   1.0002208660   0.9982362429   0.0012588317  -0.0011997274   0.0043443637  -0.0002114591   0.0000185673  -0.0000590902
   0.4008682421   0.0025000000   0.9990144623  -0.0037317484   0.0000115681   1.0002267149   0.9992409538   0.0008890067  -0.0008441160   0.0047602176  -0.0002017202  -0.0000826767  -0.0000448766
   0.4499841204   0.0025000000   1.0001735809  -0.0039451135   0.0000060455   1.0002355471   1.0004091689   0.0004601591  -0.0004278721   0.0050369077  -0.0001907276  -0.0002049056  -0.0000322729
   0.5000000000   0.0025000000   1.0014488066  -0.0040180281   0.0000003194   1.0002440527   1.0016932129   0.0000035160   0.0000170314   0.0051334489  -0.0001868845  -0.0003334485  -0.0000205332
   0.5500158796   0.0025000000   1.0027312638  -0.0039442635  -0.0000054658   1.0002492790   1.0029812236  -0.0004554277   0.0004633987   0.0050463511  -0.0001708752  -0.0004581823  -0.0000079569
   0.5991317579   0.0025000000   1.0039134474  -0.0037312680  -0.0000109177   1.0002507811   1.0041652099  -0.0008888456   0.0008836898   0.0047778147  -0.0001619448  -0.0005731718   0.0000051700
   0.6465110603   0.0025000000   1.0049517768  -0.0034116633  -0.0000159723   1.0002416854   1.0051946590  -0.0012684796   0.0012469821   0.0043643848  -0.0001504173  -0.0006582744   0.0000215118
